,name,post at,tweets,tweets_clean,topic_0,topic_1,topic_2,topic_3,topic_4
83,Haryant47740058,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru. Prokes Jangan Kendor
https://t.co/7VWHT5w0WN",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.0296111311763525,0.9367411732673645,0.013514873571693897,0.010943450964987278,0.0
84,TusaFaigter01,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/2oiRqALmna",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029658619314432144,0.9366936683654785,0.013514872640371323,0.010943449102342129,0.0
85,mimebittie794,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/27KjF9d75t",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03971526399254799,0.02376375161111355,0.017569322139024734,0.014228046871721745,0.904723584651947
86,mimebittie794,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/OWIHVHZU0t",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03970741480588913,0.023763738572597504,0.017569318413734436,0.01422804407775402,0.9047314524650574
87,mimebittie794,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/I9He8RLMgu",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03974217548966408,0.023763785138726234,0.017569322139024734,0.014228046871721745,0.9046967029571533
88,mimebittie794,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/B1EsWvEO64",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03965083882212639,0.023763669654726982,0.017569318413734436,0.01422804407775402,0.904788076877594
89,mimebittie794,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/pGOsCkaaiW",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03966626152396202,0.023763690143823624,0.017569322139024734,0.014228046871721745,0.9047726988792419
90,eko53182607,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/4wOZBfI2CL",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.0396290123462677,0.02376364730298519,0.017569322139024734,0.014228046871721745,0.9048100113868713
91,eko53182607,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/wnPtp8Mflz",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03963242843747139,0.02376365289092064,0.017569324001669884,0.014228048734366894,0.9048065543174744
92,eko53182607,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/V0zUIZNiaK",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.039705295115709305,0.023763736709952354,0.017569322139024734,0.014228046871721745,0.9047335982322693
93,eko53182607,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/3FbiwThvpN",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03963126987218857,0.02376364730298519,0.017569322139024734,0.014228046871721745,0.9048077464103699
94,eko53182607,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/pbfYuUVtln",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03964073583483696,0.023763658478856087,0.017569320276379585,0.01422804594039917,0.9047982096672058
95,adiakbar25,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/gutlXD9hcX",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02961045689880848,0.936741828918457,0.013514873571693897,0.010943450964987278,0.0
96,Indones30157609,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/HghB2S32m2",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.039639681577682495,0.023763656616210938,0.017569320276379585,0.01422804594039917,0.904799222946167
97,Indones30157609,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/f3GX0nHkpl",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03967740759253502,0.023763712495565414,0.017569320276379585,0.01422804594039917,0.9047614932060242
98,Indones30157609,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/YYWKvnI0H6",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.039638541638851166,0.02376365289092064,0.017569318413734436,0.01422804407775402,0.9048004150390625
99,Indones30157609,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/srnvGXo53D",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.039704274386167526,0.02376374416053295,0.017569322139024734,0.014228046871721745,0.9047345519065857
100,Indones30157609,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/Mh3QL3TjVv",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03963141515851021,0.02376364916563034,0.017569322139024734,0.014228046871721745,0.9048075079917908
101,putribudianto,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru

Prokes Jangan Kendor
https://t.co/RrNTodiv34",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029635906219482422,0.9367163777351379,0.013514872640371323,0.010943449102342129,0.0
102,JuiceMelon69,2022-03-03,"Prokes Jangan Kendor Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
https://t.co/AO4peH0gAf https://t.co/1ZwWla7Rn6",prokes jangan kendor kepala bin bicara intelligent city ibu kota negara baru,0.029644176363945007,0.9367080926895142,0.013514870777726173,0.010943448171019554,0.0
103,CacingPerkasa,2022-03-03,"Prokes Jangan Kendor Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
https://t.co/FX7rP8AcDd https://t.co/ouWN3nmcIz",prokes jangan kendor kepala bin bicara intelligent city ibu kota negara baru,0.029656440019607544,0.9366958737373352,0.013514872640371323,0.010943449102342129,0.0
104,BebekLamis,2022-03-03,"rokes Jangan Kendor Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
https://t.co/uESaUBEZyu https://t.co/U1sHdCmfqB",rokes jangan kendor kepala bin bicara intelligent city ibu kota negara baru,0.03288228064775467,0.9306661486625671,0.014641111716628075,0.011856376193463802,0.0
105,RNeryo,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/KgXUaPSDg8",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029621930792927742,0.9367303252220154,0.013514870777726173,0.010943450033664703,0.0
106,Achmads85843424,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/FPZ2TEoyg5",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029625598341226578,0.9367267489433289,0.013514872640371323,0.010943450964987278,0.0
107,Cantika38589943,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/mrBrofIBE2",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02964990958571434,0.9367023706436157,0.013514873571693897,0.010943450033664703,0.0
108,alfitra_nanda,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/tFUEIEQ13m",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02964812144637108,0.9367042183876038,0.013514873571693897,0.010943450033664703,0.0
109,CikaPut_RI,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/pIJUkTJXyZ",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02963888831436634,0.9367133975028992,0.013514872640371323,0.010943449102342129,0.0
110,SuryaRa56517558,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/tnVFdfiife",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029653185978531837,0.9366990923881531,0.013514870777726173,0.010943448171019554,0.0
111,FikiLukmana,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/XwTzCBPGdf",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029660314321517944,0.93669193983078,0.013514872640371323,0.010943449102342129,0.0
112,syafrilnababan1,2022-03-03,"... Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/YY5PhyKfou",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029643358662724495,0.936708927154541,0.013514872640371323,0.010943449102342129,0.0
113,KarinaSyafira69,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru

Prokes Jangan Kendor
https://t.co/SP20AaRmy6",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02962927334010601,0.936722993850708,0.013514870777726173,0.010943450033664703,0.0
114,KayanganTifa,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru.
Prokes Jangan Kendor
https://t.co/0glB7W64md",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029620543122291565,0.93673175573349,0.013514872640371323,0.010943450964987278,0.0
115,DianHernawati5,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru

Prokes Jangan Kendor
https://t.co/DSerXvc7s8",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02961503155529499,0.9367372989654541,0.013514873571693897,0.010943450964987278,0.0
116,pinkyguuy,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/os4GCvPFct",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02962811291217804,0.9367241859436035,0.013514872640371323,0.010943450964987278,0.0
117,WellOne11,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru

Prokes Jangan Kendor
https://t.co/Uon5pOI2y2",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029648693278431892,0.936703622341156,0.013514872640371323,0.010943449102342129,0.0
118,SujanaThomas,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/MleY9TiGEg",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029657579958438873,0.9366947412490845,0.013514873571693897,0.010943450033664703,0.0
119,HugiPamungkas,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/Wu6aRvoWhg",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02961621806025505,0.9367360472679138,0.013514870777726173,0.010943450033664703,0.0
120,Lisa18119565,2022-03-03,"https://t.co/Adb5fxfi2W
Prokes Jangan Kendor",prokes jangan kendor,0.08320953696966171,0.060480523854494095,0.04392332211136818,0.03553471341729164,0.7768518924713135
121,BagaraSuka,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/0VLYBDJoJl",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.0296427384018898,0.9367095828056335,0.013514873571693897,0.010943450033664703,0.0
122,JaneMerah,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/8e80GwQuV0",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029636407271027565,0.9367159008979797,0.013514870777726173,0.010943448171019554,0.0
123,arif_rintang,2022-03-03,"Adapun nantinya sistem keamanan Ibu Kota Negara (IKN) baru dengan nama Nusantara akan berbasis internet. 
Sistem keamanan itu bersifat ""smart security"" yang dipadukan dengan perkembangan teknologi mumpuni, Hal ini dilakukan utk meningkatkan pelayanan. 

@Suharso_M @Jiwamudaindo",adapun nantinya sistem keamanan ibu kota negara ibu kota negara baru nama nusantara berbasis internet sistem keamanan bersifat smart security dipadukan perkembangan teknologi mumpuni dilakukan utk meningkatkan pelayanan,0.9328795075416565,0.023381518200039864,0.017569677904248238,0.014227833598852158,0.011941472999751568
124,Monalatu1,2022-03-02,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
https://t.co/Rbq5eZ9COp

Prokes Jangan Kendor",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02962937206029892,0.9367229342460632,0.013514872640371323,0.010943450964987278,0.0
125,MediaNasional1,2022-03-02,Bupati Nias Dukung Ibu Kota Negara (IKN) Baru https://t.co/L7rLuaVmRk,bupati nias dukung ibu kota negara ibu kota negara baru,0.7249497771263123,0.026114171370863914,0.019521471112966537,0.01581302285194397,0.21360158920288086
126,Mahdiar85505384,2022-03-02,"Dalam hal ini Dedi memastikan tiap tiap personel anggota polri bersedia ditugaskan di mana saja oleh pimpinan, dan tidak ada personel Polri yang menolak ditugaskan Ibu Kota Negara (IKN) baru seperti yang disinggung oleh presiden.  https://t.co/tLZnYw31iF",dedi memastikan tiap tiap personel anggota polri bersedia ditugaskan mana pimpinan personel polri menolak ditugaskan ibu kota negara ibu kota negara baru disinggung presiden,0.4104972779750824,0.012974674813449383,0.0,0.560133159160614,0.0
127,haibundacom,2022-03-02,"Besaran tunjangan Pegawai Negeri Sipil (PNS) yang akan pindah ke Ibu Kota Negara (IKN) baru kabarnya bakal berubah menyesuaikan kebutuhan di sana, Bunda. https://t.co/mS0pRvcGPK",besaran tunjangan pegawai negeri sipil pns pindah ibu kota negara ibu kota negara baru kabarnya bakal berubah menyesuaikan kebutuhan sana bunda,0.23336301743984222,0.7467567920684814,0.0,0.0,0.0
128,langityang7,2022-03-02,"💢Kenapa Ibu Kota Baru di Kalimantan 💢

Ada 6 alasan kenapa Ibukota Negara Baru pindah ke Kalimantan :

1. Penduduk Indonesia 🇮🇩 yg tinggal di pulau Jawa sudah terlalu padat.
Pada th 2015 sekitar  56,56% atau 150,18 juta jiwa penduduk tinggal dipulau

@Suharso_M @Jiwamudaindo https://t.co/smMGeNwhAr",ibu kota baru kalimantan alasan ibu kota negara baru pindah kalimantan penduduk indonesia tinggal pulau jawa terlalu padat th juta jiwa penduduk tinggal dipulau,0.7572720050811768,0.21148914098739624,0.012549837119877338,0.010160091333091259,0.0
129,arif_rintang,2022-03-02,"Perpindahan Ibu Kota Negara ke Kalimantan trdengar sampai negeri tetangga (Malaysia). 
Kalimantan sebagai Ibu kota Indonesia yg baru akan lbh sering didengar, diberitakan&amp;dikaitkan dgn Indonesia sehingga akn lebih populer dimata dunia bahwa Kalimantan adh Indonesia

@Suharso_M https://t.co/cQTjK76bN4",perpindahan ibu kota negara kalimantan trdengar negeri tetangga malaysia kalimantan ibu kota indonesia baru lbh sering didengar diberitakan amp dikaitkan dgn indonesia akn lebih populer dimata dunia kalimantan adh indonesia,0.7446901798248291,0.229585662484169,0.010335354134440422,0.0,0.0
130,wadulanjim,2022-03-02,"Mari bersama kita dukung pembangunan ibu kota baru, perpindahan ibu kota baru akan mendorong pertumbuhan ekonomi negara dan daerah https://t.co/LKz9V0OY9O",bersama dukung pembangunan ibu kota baru perpindahan ibu kota baru mendorong pertumbuhan ekonomi negara daerah,0.6473100781440735,0.16068130731582642,0.015972157940268517,0.012934490106999874,0.16310200095176697
131,MrWiseMan2020,2022-03-02,"ujar Presiden dalam sambutannya pada Program Beranda Nusantara Menuju Ibu Kota Negara Baru yang disiarkan di Radio Republik Indonesia, sebagaimana ditayangkan YouTube Sekretariat Presiden, pada Rabu, 23 Februari 2022.
@jokowi https://t.co/XpwoD9tQZ5",ujar presiden sambutannya program beranda nusantara menuju ibu kota negara baru disiarkan radio republik indonesia sebagaimana ditayangkan youtube sekretariat presiden rabu februari,0.9162095189094543,0.029124852269887924,0.021961696445941925,0.017779124900698662,0.014924806542694569
132,terkinidotid,2022-03-02,"Banyak ASN Enggan Pindah ke IKN dan Pilih Jadi PNS di Jakarta, Begini Tanggapan Anies Baswedan: Aparatur Sipil Negara (ASN) dikabarkan tidak ingin pindah ke Ibu Kota Negara baru. https://t.co/Wg6mnZCUVF #News #asn #pindahkeikn",banyak asn enggan pindah ibu kota negara pilih jadi pns jakarta begini tanggapan anies baswedan aparatur sipil negara asn dikabarkan pindah ibu kota negara baru news asn pindahkeikn,0.7038672566413879,0.2687978148460388,0.01098123099654913,0.0,0.0
133,pelitabangsa45,2022-03-02,"Kenapa Ibu Kota Negara Baru di Kalimantan ?
Berikut penjelasan dr mantan Menteri PPN, Bambang Brodjonegoro

Jadi ada 3 opsi yg diajukan :

1. Tetap di jakarta tp membangun government district
2. Pindah tdk jauh dr Jakarta
3. Pindah keluar Jawa

@Suharso_M 
@Jiwamudaindo https://t.co/A2KoHwQAIF",ibu kota negara baru kalimantan berikut penjelasan dr mantan menteri ppn bambang brodjonegoro jadi opsi diajukan tetap jakarta tp membangun government district pindah tdk jauh dr jakarta pindah keluar jawa,0.7276854515075684,0.13246308267116547,0.015972711145877838,0.11302480101585388,0.01085397507995367
134,ary_moto,2022-03-02,"Undang-Undang ttg Ibu Kota Negara (UU IKN) akan menjadi dasar pembangunan IKN di Kalimantan Timur. Menteri PPN/Kepala Bappenas Suharso Monoarfa mengatakan, pembangunan IKN yang mengusung “Kota Dunia u/ Semua” tsb mjd awal peradaban baru bagi Indonesia.

https://t.co/PQlMcV97bp",undang undang ttg ibu kota negara uu ibu kota negara menjadi dasar pembangunan ibu kota negara kalimantan timur menteri ppn kepala bappenas suharso monoarfa mengatakan pembangunan ibu kota negara mengusung kota dunia u semua tsb mjd awal peradaban baru indonesia,0.8621242642402649,0.06771744787693024,0.0,0.057328034192323685,0.0
135,MinakMegaow,2022-03-02,"https://t.co/r8CxK3LVjy
Bendungan Sepaku Semoi yang berada di Desa Tengin Baru,untuk mendukung kebutuhan air baku di kawasan Ibu Kota Negara (IKN) Nusantara serta Balikpapan, juga untuk mereduksi datangnya banjir.

Jokowi Gas Pol Infrastruktur https://t.co/x6eL4Sa9zb",bendungan sepaku semoi berada desa tengin baru mendukung kebutuhan air baku kawasan ibu kota negara ibu kota negara nusantara balikpapan mereduksi datangnya banjir jokowi gas pol infrastruktur,0.7839178442955017,0.1722012758255005,0.017570113763213158,0.01436815969645977,0.011942544020712376
136,ary_moto,2022-03-02,"PUPR membangun Bendungan Sepaku Semoi yang berada di Desa Tengin Baru, Kaltim. Pembangunan bendungan ini, selain untuk mendukung kebutuhan air baku di kawasan Ibu Kota Negara (IKN) Nusantara serta Balikpapan, juga untuk mereduksi datangnya banjir.

https://t.co/U0kZamHhRl",pupr membangun bendungan sepaku semoi berada desa tengin baru kaltim pembangunan bendungan mendukung kebutuhan air baku kawasan ibu kota negara ibu kota negara nusantara balikpapan mereduksi datangnya banjir,0.6925420165061951,0.1563272476196289,0.01597278192639351,0.12430114299058914,0.010856804437935352
137,aiiptu,2022-03-02,"🌟 Kenapa Ibu Kota Baru Di Kalimantan

Menteri PPN/Bappenas Bambang Brodjonegoro Periode 27 Juli 2016 s/d 20 Oktober 2019 menjelaskan berdasarkan kajian yang telah dilakukan, pihaknya telah memetakan tiga opsi terkait rencana pemindahan ibu kota negara.

@Suharso_M  @Jiwamudaindo https://t.co/qvt7vcuNf3",ibu kota baru kalimantan menteri ppn bappenas bambang brodjonegoro periode juli s d oktober menjelaskan berdasarkan kajian dilakukan pihaknya memetakan tiga opsi terkait rencana pemindahan ibu kota negara,0.7484486103057861,0.02602771855890751,0.019521480426192284,0.01580982282757759,0.19019237160682678
138,BelajarGeologi,2022-03-02,Apakah Lokasi Ibukota baru aman dari bencana geologi?? https://t.co/SlBzwJe82w,lokasi ibu kota baru aman bencana geologi,0.8882179856300354,0.03889232501387596,0.029282541945576668,0.0237061008810997,0.019901037216186523
139,hoax_bukan,2022-03-02,"Gubernur DKI Jakarta Anies Baswedan menanggapi isu banyaknya PNS enggan dipindah ke ibu kota negara baru dan ingin menjadi PNS DKI Jakarta.

Klo ngak mau ya Pecat aja.Usman kasong ini lontong  https://t.co/GgBX4twmtE",gubernur dki jakarta anies baswedan menanggapi isu banyaknya pns enggan dipindah ibu kota negara baru menjadi pns dki jakarta klo ngak mau pecat usman kasong lontong,0.5248451232910156,0.4314205050468445,0.017569830641150475,0.014224284328520298,0.011940314434468746
140,jtvnewscom,2022-03-02,Presiden Joko Widodo mengajak generasi muda untuk pindah dan menetap di Ibu Kota Negara (IKN) baru di Kalimantan Timur. Jokowi juga menawarkan insentif bagi anak muda yang bekerja di IKN. https://t.co/fqrAa8ZPwS,presiden joko widodo mengajak generasi muda pindah menetap ibu kota negara ibu kota negara baru kalimantan timur jokowi menawarkan insentif anak muda bekerja ibu kota negara,0.7505242824554443,0.22641894221305847,0.0,0.0,0.0
141,_Kemuning_senja,2022-03-02,"@Jul3aRhma3 Masyarakat Diminta Kawal Terus Pemindahan Ibu Kota Negara Baru

https://t.co/wQkWCqB7Ok

#HargaMahal_RezimBebal 
#HargaMahal_RezimBebal",masyarakat diminta kawal terus pemindahan ibu kota negara baru hargamahal rezimbebal hargamahal rezimbebal,0.5614612102508545,0.0392395444214344,0.02928219363093376,0.02371852844953537,0.3462985157966614
142,CitraPurnama92,2022-03-02,Stop Propaganda Penolakan Ibu Kota Negara Baru https://t.co/YeW8apyntH,stop propaganda penolakan ibu kota negara baru,0.8654187321662903,0.047093603760004044,0.03513862192630768,0.028461290523409843,0.02388773486018181
143,MongabayID,2022-03-02,Pesisir Ibu Kota Negara Baru Dijanjikan Akan Berkelanjutan https://t.co/wBbYibCa5u,pesisir ibu kota negara baru dijanjikan berkelanjutan,0.1814822107553482,0.7638313174247742,0.021963059902191162,0.01779203675687313,0.014931386336684227
144,TribunLombokcom,2022-03-02,"Presiden Joko Widodo geram dengan adanya anggota TNI/Polri yang berbicara soal ketidaksukaan terhadap kebijakan pemindahan ibu kota negara di Grup WA.

#Jokowi #JokoWidodo #TNI #Polri #IKN #IbuKotaBaru #WAG

https://t.co/lNroy1GGe3",presiden joko widodo geram adanya anggota tni polri berbicara soal ketidaksukaan kebijakan pemindahan ibu kota negara grup whatsapp jokowi jokowidodo tni polri ibu kota negara ibukotabaru whatsapp group,0.3763439357280731,0.22142137587070465,0.0125496881082654,0.27845579385757446,0.11122919619083405
145,voidotid,2022-03-02,Pimpinan TNI Angkatan Darat berencana membentuk satuan-satuan setingkat Komando Distrik Militer (Kodim) di lokasi ibu kota negara (IKN) baru di Kalimantan Timur. https://t.co/GqsHN6j0BO,pimpinan tni angkatan darat berencana membentuk satuan satuan setingkat komando distrik militer kodim lokasi ibu kota negara ibu kota negara baru kalimantan timur,0.846671462059021,0.019446961581707,0.014641220681369305,0.10928983241319656,0.0
146,KerjaHasil_id,2022-03-02,"Mantan Kepala Badan Perencanaan Pembangunan Nasional Andrinof Chaniago menyebut ibu kota negara (IKN) di Kalimantan menjadi mesin baru perjalanan panjang bagi Republik Indonesia.

𝗝𝗼𝗸𝗼𝘄𝗶 𝗚𝗮𝘀 𝗣𝗼𝗹 𝗜𝗻𝗳𝗿𝗮𝘀𝘁𝗿𝘂𝗸𝘁𝘂𝗿 https://t.co/ujm0aNvnow",mantan kepala badan perencanaan pembangunan nasional andrinof chaniago menyebut ibu kota negara ibu kota negara kalimantan menjadi mesin baru perjalanan panjang republik indonesia,0.7620119452476501,0.20674797892570496,0.01255018450319767,0.010161004029214382,0.0
147,azkadotid,2022-03-02,"Tak Ada Alasan ASN Tolak Pindah ke Ibu Kota Negara Baru, Menteri Tjahjo: Hukumnya Adalah Wajib! https://t.co/b8eYr2dTd0",tak alasan asn tolak pindah ibu kota negara baru menteri tjahjo hukumnya wajib,0.5870277881622314,0.21056239306926727,0.021962201222777367,0.16552013158798218,0.014927487820386887
148,anggita_ayu27,2022-03-02,"Pernyataan dukungan Ibu kota negara baru di Kaltim
#IbukotaNegara
#IKN
#SemangatNusantara https://t.co/VMl5d82wTt",pernyataan dukungan ibu kota negara baru kaltim ibu kota negara ibu kota negara semangat nusantara,0.9388750791549683,0.021357504650950432,0.01597210206091404,0.012938116677105427,0.01085724774748087
149,WeAre_GARUDA,2022-03-02,"Indonesia Sentris.. 
Terwujudkan
Dgn pemindahan ibukota baru 
IKN

@PlateJohnny 
@kemkominfo 

https://t.co/pf8hez3crI",indonesia sentris terwujudkan dgn pemindahan ibu kota baru ibu kota negara,0.7868316769599915,0.023364417254924774,0.01756947487592697,0.0142269441857934,0.15800747275352478
150,Beritasatu,2022-03-02,"Kementerian PANRB masih mematangkan skenario pemindahan ASN ke Ibu Kota Negara (IKN) baru.

Selengkapnya: 👇 #ASN https://t.co/YogOOq757p",kementerian panrb mematangkan skenario pemindahan asn ibu kota negara ibu kota negara baru selengkapnya asn,0.5900126099586487,0.18606919050216675,0.017570195719599724,0.014232530258595943,0.19211551547050476
151,dinodachi03,2022-03-02,"@AcehSelatanSatu @PurwokoYusup UDAHLAH WOYYYYYY @jokowi !!!!!!!!!!! KALAU TERJADI BENCANA DI IBU KOTA NEGARA BARU DI KALIMANTAN, LEBIH BAIK LO MENYERAH AJA !!!!!!!!!!!!",udahlah woyyyyyy kalau terjadi bencana ibu kota negara baru kalimantan lebih baik lo menyerah,0.6739301085472107,0.2823359966278076,0.017570318654179573,0.014223516918718815,0.011940077878534794
152,kaukutangkap_,2022-03-02,Kalimantan Timur dinilai menjadi lokasi tepat untuk menjadi IBU KOTA NEGARA baru karena minimnya potensi bencana alam yg terjadi di sana https://t.co/DhmjjRXx3k,kalimantan timur dinilai menjadi lokasi tepat menjadi ibu kota negara baru minimnya potensi bencana alam terjadi sana,0.9628670811653137,0.012840976938605309,0.0,0.0,0.0
153,MonitorJadul,2022-03-02,Siapapun jangan terprovokasi dengan kelompok-kelompok yang menolak Ibu Kota Negara baru. Gerakan Disiplin Masker https://t.co/xXKdCvLodF,siapapun jangan terprovokasi kelompok kelompok menolak ibu kota negara baru gerakan disiplin masker,0.443304181098938,0.03470847010612488,0.025099098682403564,0.20089784264564514,0.2959904372692108
154,BeritaNew3,2022-03-02,"Jangan terprovokasi penolakan ibu kota negara baru
Gerakan Disiplin Masker https://t.co/4S7CMGMZqf",jangan terprovokasi penolakan ibu kota negara baru gerakan disiplin masker,0.5644814968109131,0.040500205010175705,0.029282215982675552,0.023718491196632385,0.34201762080192566
155,DandiHandoko,2022-03-02,Mari kita dukung pemindahan Ibu Kota Negara yang baru demi pemerataan pembangunan di seluruh Indonesia. Gerakan Disiplin Masker https://t.co/9Ud5hdSLHT,dukung pemindahan ibu kota negara baru pemerataan pembangunan seluruh indonesia gerakan disiplin masker,0.6028271913528442,0.025898577645421028,0.019521484151482582,0.015804564580321312,0.3359481990337372
156,DandiHandoko,2022-03-02,Mari kita dukung pemindahan Ibu Kota Negara yang baru demi pemerataan pembangunan di seluruh Indonesia. Gerakan Disiplin Masker https://t.co/Oe1CyNftqr,dukung pemindahan ibu kota negara baru pemerataan pembangunan seluruh indonesia gerakan disiplin masker,0.6029239892959595,0.025898518040776253,0.019521484151482582,0.015804562717676163,0.3358514606952667
157,DandiHandoko,2022-03-02,Mari kita dukung pemindahan Ibu Kota Negara yang baru demi pemerataan pembangunan di seluruh Indonesia. Gerakan Disiplin Masker https://t.co/B5zEbUryBn,dukung pemindahan ibu kota negara baru pemerataan pembangunan seluruh indonesia gerakan disiplin masker,0.6029272079467773,0.025898518040776253,0.019521484151482582,0.015804562717676163,0.3358481824398041
